numexp,rms_ra,rms_dec,nmatches,point,segment,gaia,det,wcs,cat,label,index
8,9.812576611,2.713229274,2,151,112,3,1,3,1,0,hst_13003_24_wfc3_ir_total_ic2i24
16,13.91679871,14.94156569,4,117,133,5,3,3,1,0,hst_13003_24_wfc3_uvis_total_ic2i24
16,5.11019279,3.907543413,20,97,127,21,3,3,1,0,hst_13003_37_wfc3_uvis_total_ic2i37
8,12.23693384,9.686487142,8,2010,232,9,1,3,1,0,hst_13003_37_wfc3_ir_total_ic2i37
8,19.67735524,17.69141249,512,52927,59149,2787,3,3,5,0,hst_13057_19_wfc3_uvis_total_ic3f19
8,17.31011684,17.60179978,536,56749,105197,2801,3,3,5,0,hst_13057_40_wfc3_uvis_total_ic3f40
2,-1.0,-1.0,4,91,51,6,1,2,5,0,hst_12902_1h_wfc3_ir_total_ic3t1h
2,-1.0,-1.0,6,67,47,6,1,2,5,0,hst_12902_1o_wfc3_ir_total_ic3t1o
1,-1.0,-1.0,6,523,191,6,1,2,5,0,hst_12902_1p_wfc3_ir_total_ic3t1p
2,2.979705332,2.101780717,7,0,0,10,3,3,5,0,hst_12902_1p_wfc3_uvis_total_ic3t1p
2,2.278994995,1.5263995469999998,6,0,0,10,3,3,5,0,hst_12902_55_wfc3_uvis_total_ic3t55
2,-1.0,-1.0,7,131,46,7,1,2,5,0,hst_12902_55_wfc3_ir_total_ic3t55
2,2.276997692,1.6533928430000002,6,0,0,8,3,3,5,0,hst_12902_76_wfc3_uvis_total_ic3t76
2,-1.0,-1.0,3,179,89,4,1,2,5,0,hst_12902_76_wfc3_ir_total_ic3t76
2,9.001592449,10.57127032,147,360,192,168,1,3,4,0,hst_13101_b1_wfc3_ir_total_ic40b1
8,21.94637965,20.68043979,50,123,130,147,3,3,4,0,hst_13101_b1_wfc3_uvis_total_ic40b1
6,-1.0,-1.0,4,8,24,17,3,2,3,0,hst_13090_01_wfc3_uvis_total_ic5t01
4,70.59177445,33.14397063,3,200,102,3,1,3,3,0,hst_13178_01_wfc3_ir_total_ic6f01
8,18.33327671,15.10279739,4,205,113,5,1,3,5,0,hst_13063_j3_wfc3_ir_total_ic6hj3
4,21.85508754,28.76690169,8,1215,543,8,1,3,1,0,hst_13495_01_wfc3_ir_total_ic8n01
4,3.93409878,35.20323221,2,392,266,2,1,3,1,0,hst_13496_15_wfc3_ir_total_ic8o15
8,7.641797542000001,6.206608677999999,5,2037,689,5,1,3,1,0,hst_13496_82_wfc3_ir_total_ic8o82
10,11.06937394,12.34819771,778,69573,108770,2888,3,3,5,0,hst_13463_04_wfc3_uvis_total_ic8x04
8,18.73914704,18.14668914,546,62473,106644,2808,3,3,5,0,hst_13463_52_wfc3_uvis_total_ic8x52
6,0.876868477,2.042460261,4,94,85,4,3,3,0,0,hst_13409_01_wfc3_uvis_total_ic9g01
8,5.682668463,3.042622269,3,1363,3085,6,3,3,0,0,hst_13366_11_wfc3_uvis_total_ic9l11
8,29.31715433,18.38003239,13,270,189,15,1,3,1,0,hst_13291_03_wfc3_ir_total_ic9n03
1,7.905544439,8.10973479,217,1438,1043,349,1,3,3,0,hst_13335_35_wfc3_ir_total_ic9t35
3,21.04874774,23.77531579,11,84,0,42,3,3,3,0,hst_13335_35_wfc3_uvis_total_ic9t35
3,3.908438358,5.760611202000001,13,70,0,47,3,3,3,0,hst_13335_43_wfc3_uvis_total_ic9t43
1,31.32621279,33.13738899,247,2566,1719,536,1,3,3,0,hst_13335_43_wfc3_ir_total_ic9t43
4,20.51683324,28.98544084,8,1912,420,8,1,3,3,0,hst_13386_t3_wfc3_ir_total_ica9t3
6,11.13691735,23.43435611,8,1889,402,8,1,3,3,0,hst_13386_t8_wfc3_ir_total_ica9t8
6,0.0,0.0,1,14,948,4,3,3,0,0,hst_13309_0a_wfc3_uvis_total_icas0a
6,0.0,0.0,1,6,194,5,3,3,0,0,hst_13309_0j_wfc3_uvis_total_icas0j
6,1.66012479,21.77199352,2,14,181,10,3,3,0,0,hst_13309_41_wfc3_uvis_total_icas41
2,-1.0,-1.0,1,73,59,2,1,2,0,0,hst_13420_05_wfc3_ir_total_icat05
2,-1.0,-1.0,2,82,41,2,1,2,0,0,hst_13420_12_wfc3_ir_total_icat12
10,8.093712313,7.758849869,744,26820,75939,5830,3,3,4,0,hst_13297_0c_wfc3_uvis_total_icau0c
8,6.097671663,6.133358782,726,15876,15187,5245,3,3,4,0,hst_13297_14_wfc3_uvis_total_icau14
8,2.467314722,3.953280364,7,19843,28627,8,3,3,5,0,hst_13286_57_wfc3_uvis_total_icb157
8,10.53307775,9.937182961,1053,55918,46676,3778,3,3,4,0,hst_13379_01_wfc3_uvis_total_icb701
8,0.014250403,0.57847405,2,4,6,26,3,3,1,0,hst_13422_04_wfc3_uvis_total_icbf04
7,3.324137915,2.8053646860000003,43,1125,1361,44,3,3,0,0,hst_13476_03_wfc3_uvis_total_icc203
8,3.50806121,4.035068841,23,1314,1905,26,3,3,0,0,hst_13470_01_wfc3_uvis_total_iccn01
50,11.78855919,83.40324778,6,12,5,9,1,3,3,1,hst_13331_01_wfc3_ir_total_iccq01
6,31.05374162,29.86319664,6,755,550,8,1,3,0,0,hst_13449_01_wfc3_ir_total_iccs01
6,41.12560807,29.39093033,4,1458,766,4,1,3,0,0,hst_13449_02_wfc3_ir_total_iccs02
6,9.467173617,3.237873765,5,703,477,6,1,3,0,0,hst_13449_03_wfc3_ir_total_iccs03
6,8.556656058,8.970326324,4,375,262,4,1,3,0,0,hst_13449_20_wfc3_ir_total_iccs20
1,-1.0,-1.0,1,3,1,1,1,2,3,0,hst_13467_72_wfc3_ir_total_iccz72
26,0.0,0.0,1,11,8,1,1,3,3,0,hst_13472_25_wfc3_ir_total_icde25
30,13.00103363,14.95652654,217,34367,28018,238,3,3,0,0,hst_13364_45_wfc3_uvis_total_icdm45
2,-1.0,-1.0,2,133,112,6,1,2,5,0,hst_13352_09_wfc3_ir_total_icdx09
2,-1.0,-1.0,5,156,107,7,1,2,5,0,hst_13352_75_wfc3_ir_total_icdx75
8,7.992760467,3.85241625,8,109,129,9,3,3,5,0,hst_13352_9q_wfc3_uvis_total_icdx9q
2,-1.0,-1.0,4,121,83,4,1,2,5,0,hst_13352_bp_wfc3_ir_total_icdxbp
2,-1.0,-1.0,8,70,60,8,1,2,5,0,hst_13517_1p_wfc3_ir_total_icdy1p
2,-1.0,-1.0,12,128,100,14,1,2,5,0,hst_13517_2x_wfc3_ir_total_icdy2x
8,8.793423111000001,6.122358249,22,133,134,23,3,3,5,0,hst_13517_5n_wfc3_uvis_total_icdy5n
2,-1.0,-1.0,6,133,63,6,1,2,5,0,hst_13517_em_wfc3_ir_total_icdyem
4,2.337946573,1.919988634,83,364,850,267,3,3,4,0,hst_13571_a1_wfc3_uvis_total_icgza1
16,0.0,0.0,1,9,5,2,3,3,3,1,hst_13574_04_wfc3_uvis_total_ichd04
4,25.5116272,3.900462679,2,271,143,2,1,3,0,0,hst_13614_01_wfc3_ir_total_ichq01
4,55.87340375,48.93946867,69,3702,5125,1473,3,3,3,0,hst_13678_07_wfc3_uvis_total_icir07
2,47.64036637,38.31157489,487,1947,871,962,1,3,3,0,hst_13678_07_wfc3_ir_total_icir07
6,18.97824934,24.02445559,109,1528,6424,495,3,3,3,0,hst_13678_09_wfc3_uvis_total_icir09
2,15.19187638,15.74433034,273,696,365,316,1,3,3,0,hst_13678_09_wfc3_ir_total_icir09
10,14.424535,6.9360426120000005,5,3518,5218,7,3,3,0,0,hst_13647_12_wfc3_uvis_total_icjf12
6,3.820079292,3.518492251,6,788,1162,8,3,3,3,0,hst_13643_56_wfc3_uvis_total_icjg56
2,0.0,0.0,1,553,139,3,1,3,0,0,hst_13765_12_wfc3_ir_total_icjs12
6,0.0,0.0,1,5810,11619,4,3,3,0,0,hst_13765_12_wfc3_uvis_total_icjs12
4,30.07303458,28.25002122,76,4530,8097,81,1,3,2,0,hst_13926_04_wfc3_ir_total_ick904
18,9.777108382,10.29431206,183,7860,11858,253,3,3,2,0,hst_13926_06_wfc3_uvis_total_ick906
18,6.461364521,6.113093563,124,7919,13781,139,3,3,2,0,hst_13926_08_wfc3_uvis_total_ick908
4,-1.0,-1.0,6,209,151,7,1,2,1,0,hst_13845_17_wfc3_ir_total_ickt17
9,9.865814072,4.278253232,3,172,316,4,3,3,0,0,hst_13698_05_wfc3_uvis_total_iclg05
4,5.986478622000001,5.083591162,47,2997,3236,54,3,3,0,0,hst_13695_14_wfc3_uvis_total_iclt14
8,8.994707977000001,8.029401972999999,6,2826,3647,6,3,3,5,0,hst_13768_14_wfc3_uvis_total_icm914
6,2.908507515,3.154018247,272,1522,2385,283,3,3,3,0,hst_13748_12_wfc3_uvis_total_icmw12
8,0.437184956,2.032115568,3,824,1175,12,3,3,5,1,hst_13804_05_wfc3_uvis_total_icmx05
6,56.98044978,38.84860693,7,252,150,7,1,3,1,0,hst_13677_06_wfc3_ir_total_icn106
2,2.106988902,2.232576787,6,0,0,10,3,3,1,0,hst_13677_06_wfc3_uvis_total_icn106
2,3.075457318,2.535861298,9,0,0,12,3,3,1,0,hst_13677_0f_wfc3_uvis_total_icn10f
6,25.97413492,14.89074232,5,253,160,5,1,3,1,0,hst_13677_0f_wfc3_ir_total_icn10f
8,3.389911026,2.745625417,17,674,1847,21,3,3,5,0,hst_13739_17_wfc3_uvis_total_icnb17
10,1.159139173,1.263662628,11,243,540,11,3,3,0,0,hst_13773_30_wfc3_uvis_total_icnk30
5,29.77845606,33.58886863,342,7979,8455,1143,1,3,0,0,hst_13659_15_wfc3_ir_total_icnl15
16,3.71834996,4.29679447,614,3345,2915,1850,3,3,0,0,hst_13659_15_wfc3_uvis_total_icnl15
8,2.536303723,3.061031053,46,1067,2462,55,3,3,5,0,hst_13856_05_wfc3_uvis_total_icnu05
24,22.02732901,23.34269963,54,8377,9249,63,1,3,0,0,hst_13691_08_wfc3_ir_total_icnw08
22,17.57948462,13.78464865,951,25158,27907,3699,1,3,4,0,hst_13691_34_wfc3_ir_total_icnw34
12,7.047659176,6.898431887999999,31,388,299,44,3,3,3,0,hst_13867_04_wfc3_uvis_total_icny04
4,-1.0,-1.0,21,136,96,23,1,2,0,0,hst_13732_05_wfc3_ir_total_ico205
2,-1.0,-1.0,4,59,46,4,1,2,5,0,hst_13779_1k_wfc3_ir_total_icoi1k
2,-1.0,-1.0,6,133,74,9,1,2,5,0,hst_13779_2p_wfc3_ir_total_icoi2p
2,-1.0,-1.0,2,96,47,2,1,2,5,0,hst_13779_3t_wfc3_ir_total_icoi3t
8,29.10607636,23.87014346,71,175,115,75,1,3,4,0,hst_13826_05_wfc3_ir_total_icol05
8,30.30499251,35.36171686,23,4099,93,23,1,3,4,0,hst_13826_23_wfc3_ir_total_icol23
9,43.81406697,36.30080407,9,106,16,11,1,3,0,0,hst_13690_16_wfc3_ir_total_icom16
8,10.15416588,7.541495932999999,2,29,17,3,1,3,0,0,hst_13644_04_wfc3_ir_total_icon04
4,-1.0,-1.0,3,63,38,4,1,2,1,0,hst_13740_27_wfc3_ir_total_icou27
4,19.41094649,8.081142707,3,430,222,3,1,3,1,0,hst_13671_1i_wfc3_ir_total_icoz1i
8,0.918959715,1.050811086,4,198,203,5,3,3,5,0,hst_13767_1l_wfc3_uvis_total_icph1l
4,13.18592525,6.248121375,8,314,179,10,1,3,5,0,hst_13767_4g_wfc3_ir_total_icph4g
8,2.265692229,4.691122665,9,192,290,13,3,3,5,0,hst_13767_5s_wfc3_uvis_total_icph5s
8,3.194031561,2.677552471,11,318,300,15,3,3,5,0,hst_13767_6o_wfc3_uvis_total_icph6o
4,21.38726681,35.09824446,3,309,132,3,1,3,5,0,hst_13767_7c_wfc3_ir_total_icph7c
4,11.1165235,5.930575459,3,309,151,4,1,3,5,0,hst_13767_7r_wfc3_ir_total_icph7r
4,54.44845308,72.75876439,11,450,168,11,1,3,5,0,hst_13767_8d_wfc3_ir_total_icph8d
4,8.312132367,4.905936144,9,2887,473,16,1,3,5,0,hst_13767_9f_wfc3_ir_total_icph9f
2,0.373489225,1.306895347,3,0,0,4,3,3,5,0,hst_13767_ag_wfc3_uvis_total_icphag
3,1.313274701,5.658919905,2,189,122,3,1,3,5,0,hst_13767_ag_wfc3_ir_total_icphag
4,69.91040859,70.01029581,24,234,129,2,1,3,5,0,hst_13767_bb_wfc3_ir_total_icphbb
3,14.21207233,13.07266953,266,5010,7696,474,1,3,5,0,hst_13767_cf_wfc3_ir_total_icphcf
4,2.750812697,3.2433600680000003,478,15462,12701,684,3,3,5,0,hst_13767_cf_wfc3_uvis_total_icphcf
6,4.051712152,4.218781786,12,515,307,15,3,3,5,0,hst_13767_eh_wfc3_uvis_total_icpheh
4,4.742003671,7.853885699,3,336,185,3,1,3,5,0,hst_13767_ey_wfc3_ir_total_icphey
8,4.997214066000001,9.794240425,5,198,211,8,3,3,5,0,hst_13767_fe_wfc3_uvis_total_icphfe
4,0.0,0.0,1,209,122,1,1,3,5,0,hst_13767_fk_wfc3_ir_total_icphfk
3,8.203854016000001,8.879361325,14,257,189,14,1,3,5,0,hst_13767_rq_wfc3_ir_total_icphrq
12,3.544689759,3.279420226,661,872,876,1151,3,3,4,0,hst_14012_03_wfc3_uvis_total_icqu03
24,-1.0,-1.0,80,84,86,126,1,2,3,0,hst_14024_01_wfc3_ir_total_icqw01
50,20.4557176,18.84066552,1322,4083,5294,4379,3,3,2,1,hst_14031_01_wfc3_uvis_total_icqx01
7,12.80559988,8.480302566,463,4091,6562,1104,1,3,4,0,hst_14016_01_wfc3_ir_total_icrr01
3,14.57922575,13.22527855,335,4047,5744,1042,1,3,4,0,hst_14016_03_wfc3_ir_total_icrr03
1,-1.0,-1.0,4,279,181,6,1,2,1,0,hst_14041_b0_wfc3_ir_total_icscb0
8,2.680616105,4.684352409,2,406,283,2,1,3,1,0,hst_14038_b5_wfc3_ir_total_icszb5
8,3.189649831,3.053235848,616,42522,0,1225,3,3,5,0,hst_14061_01_wfc3_uvis_total_ict201
3,19.39524924,13.64379584,321,1560,5764,469,1,3,4,0,hst_14118_14_wfc3_ir_total_ictj14
3,21.08986691,18.84164596,389,3707,6778,1247,1,3,4,0,hst_14118_64_wfc3_ir_total_ictj64
3,17.94767677,19.0572623,414,2587,7186,1320,1,3,4,0,hst_14118_65_wfc3_ir_total_ictj65
6,35.12538748,25.19788044,11,122,81,12,1,3,3,0,hst_14157_04_wfc3_ir_total_ictz04
16,33.63294455,36.38723726,58,309,383,1156,3,3,4,0,hst_14336_04_wfc3_uvis_total_icu504
4,21.48305454,6.3999441510000015,2,1723,5025,25,3,3,0,0,hst_14163_1a_wfc3_uvis_total_icua1a
4,-1.0,-1.0,0,249,786,7,3,2,0,0,hst_14163_1k_wfc3_uvis_total_icua1k
4,-1.0,-1.0,0,643,2150,50,3,2,0,0,hst_14163_63_wfc3_uvis_total_icua63
16,2.041251745,2.227890778,7,608,486,10,3,3,3,0,hst_14075_02_wfc3_uvis_total_icuo02
6,89.52559853,43.60591786,7,1884,399,7,1,3,3,0,hst_14199_01_wfc3_ir_total_icur01
6,35.94724726,35.12674106,7,1991,467,7,1,3,3,0,hst_14199_25_wfc3_ir_total_icur25
5,48.33100662,20.60364327,3,401,205,4,1,3,0,0,hst_14219_30_wfc3_ir_total_icv430
8,0.0,0.0,1,79,3361,8,3,3,4,0,hst_14172_06_wfc3_uvis_total_icvn06
6,3.10325877,3.089028917,265,451,496,282,3,3,0,0,hst_14095_0w_wfc3_uvis_total_icvz0w
6,17.42719304,13.39581369,15,89,143,20,3,3,0,0,hst_14095_36_wfc3_uvis_total_icvz36
4,19.76012921,21.03051578,4,200,106,4,1,3,0,0,hst_14262_03_wfc3_ir_total_icw403
4,2.107261035,2.9556261860000004,5,202,153,5,1,3,0,0,hst_14262_06_wfc3_ir_total_icw406
6,19.55580472,18.15187111,170,5055,5575,182,1,3,5,0,hst_14164_11_wfc3_ir_total_icw811
2,10.82899395,14.55502071,6,0,0,8,3,3,1,0,hst_14327_0l_wfc3_uvis_total_icwb0l
6,21.00940461,19.73361088,4,242,145,5,1,3,1,0,hst_14327_0l_wfc3_ir_total_icwb0l
6,1.4284507640000002,14.32422858,2,278,166,2,1,3,1,0,hst_14327_1i_wfc3_ir_total_icwb1i
2,2.624219616,2.176418749,4,0,0,4,3,3,1,0,hst_14327_1i_wfc3_uvis_total_icwb1i
2,4.295397616,3.272151734,4,0,0,6,3,3,1,0,hst_14327_2h_wfc3_uvis_total_icwb2h
6,4.074483749,8.954086966,3,303,195,4,1,3,1,0,hst_14327_2h_wfc3_ir_total_icwb2h
6,1.70382058,0.061667863,2,308,197,3,1,3,1,0,hst_14327_2j_wfc3_ir_total_icwb2j
2,7.083350459,6.267568121,3,0,0,5,3,3,1,0,hst_14327_2j_wfc3_uvis_total_icwb2j
6,22.21086154,24.39641545,11,354,226,13,1,3,1,0,hst_14327_2p_wfc3_ir_total_icwb2p
6,4.068888712,10.18518633,3,162,117,6,1,3,1,0,hst_14327_3l_wfc3_ir_total_icwb3l
4,-1.0,-1.0,4,6,11,9,3,2,0,0,hst_14127_22_wfc3_uvis_total_icwz22
4,-1.0,-1.0,0,3,7,5,3,2,0,0,hst_14127_46_wfc3_uvis_total_icwz46
28,20.86823949,18.6427894,38,1506,2190,39,3,3,0,0,hst_14066_04_wfc3_uvis_total_icx104
10,14.69215579,16.04160717,395,7856,9096,1237,1,3,4,0,hst_14074_32_wfc3_ir_total_icx332
8,5.288436655,6.507939176,65,1493,854,77,3,3,5,0,hst_14235_04_wfc3_uvis_total_icx604
8,7.883226274,43.90993269,3,116,82,3,1,3,3,0,hst_14216_t4_wfc3_ir_total_icxot4
8,7.343911325,14.59401842,8,104,77,9,1,3,3,0,hst_14216_y4_wfc3_ir_total_icxoy4
2,-1.0,-1.0,2,59,31,2,1,2,5,0,hst_14227_28_wfc3_ir_total_icxt28
2,-1.0,-1.0,2,73,55,5,1,2,5,0,hst_14227_47_wfc3_ir_total_icxt47
16,3.752325821,2.642122397,8,92,97,11,3,3,5,0,hst_14268_22_wfc3_uvis_total_icxv22
12,4.913677231,12.70980505,7,157,157,7,3,3,5,0,hst_14224_01_wfc3_uvis_total_icy201
6,32.28819018,17.15727406,11,1993,429,14,1,3,3,0,hst_14237_x8_wfc3_ir_total_icy3x8
6,2.338158828,1.715512936,12,131,101,16,3,3,3,0,hst_14237_x8_wfc3_uvis_total_icy3x8
6,48.75790818,48.59436964,105,3185,1598,119,1,3,0,0,hst_14156_c2_wfc3_ir_total_icyqc2
10,0.0,0.0,1,9,8,1,3,3,3,0,hst_14119_03_wfc3_uvis_total_icyr03
4,1.525647709,0.696472897,2,3336,4758,2,1,3,3,0,hst_14181_2z_wfc3_ir_total_iczc2z
4,106.37488770000002,105.39987920000002,11,1240,106,11,1,3,3,0,hst_14181_99_wfc3_ir_total_iczc99
8,33.51490424,30.50946899,6,482,207,7,1,3,1,0,hst_14096_02_wfc3_ir_total_iczg02
8,3.923515131,4.017009661,3,2589,427,6,1,3,1,0,hst_14096_72_wfc3_ir_total_iczg72
6,0.0,0.0,1,20,88,5,3,3,5,1,hst_14178_0p_wfc3_uvis_total_id1k0p
2,-1.0,-1.0,4,123,107,6,1,2,5,0,hst_14178_1m_wfc3_ir_total_id1k1m
6,2.692480767,2.38131569,11,80,86,11,3,3,5,0,hst_14178_1q_wfc3_uvis_total_id1k1q
2,-1.0,-1.0,2,114,52,2,1,2,5,0,hst_14178_2b_wfc3_ir_total_id1k2b
2,-1.0,-1.0,2,73,38,2,1,2,5,0,hst_14178_2c_wfc3_ir_total_id1k2c
4,-1.0,-1.0,10,206,134,10,1,2,5,0,hst_14178_3t_wfc3_ir_total_id1k3t
8,6.956063525,6.248107029,8,154,138,10,3,3,5,0,hst_14178_4w_wfc3_uvis_total_id1k4w
2,-1.0,-1.0,2,112,93,5,1,2,5,0,hst_14178_7x_wfc3_ir_total_id1k7x
2,-1.0,-1.0,2,103,68,2,1,2,5,0,hst_14178_8z_wfc3_ir_total_id1k8z
1,-1.0,-1.0,6,512,406,7,1,2,5,0,hst_14178_a0_wfc3_ir_total_id1ka0
2,-1.0,-1.0,3,161,95,3,1,2,5,0,hst_14178_ak_wfc3_ir_total_id1kak
2,-1.0,-1.0,21,201,70,3,1,2,5,0,hst_14178_ap_wfc3_ir_total_id1kap
1,-1.0,-1.0,5,185,142,6,1,2,5,0,hst_14178_fq_wfc3_ir_total_id1kfq
1,-1.0,-1.0,6,166,124,6,1,2,5,0,hst_14178_fr_wfc3_ir_total_id1kfr
2,-1.0,-1.0,4,175,120,6,1,2,5,0,hst_14178_hm_wfc3_ir_total_id1khm
16,12.66327818,13.36762543,816,56435,57882,4377,3,3,2,0,hst_14393_09_wfc3_uvis_total_id1x09
6,33.37329026,20.56221043,27,1480,674,28,1,3,3,0,hst_14258_04_wfc3_ir_total_id2804
3,6.029402417999999,6.379759214,35,5601,5061,39,3,3,3,0,hst_14258_04_wfc3_uvis_total_id2804
12,23.29853265,29.66584861,89,3921,11021,931,3,3,3,0,hst_14648_10_wfc3_uvis_total_id5d10
10,8.293416262000001,6.668592082000001,64,1205,3271,71,3,3,0,1,hst_14618_27_wfc3_uvis_total_id5o27
10,9.048212795,10.01569137,61,1241,3399,69,3,3,0,1,hst_14618_40_wfc3_uvis_total_id5o40
10,16.23370606,7.896723098,66,1181,2158,69,3,3,0,0,hst_14618_47_wfc3_uvis_total_id5o47
24,4.579150952,5.233866861,32,631,679,34,3,3,3,0,hst_14611_05_wfc3_uvis_total_id6905
6,5.915818561,5.530387582,34,3022,4869,38,3,3,3,0,hst_14611_14_wfc3_uvis_total_id6914
8,7.141517501,6.399005629,673,14200,11973,2082,3,3,4,0,hst_14710_01_wfc3_uvis_total_id6i01
21,24.08454496,27.05285228,98,3478,5205,107,1,3,4,0,hst_14680_07_wfc3_ir_total_id6l07
16,5.29762901,6.49603667,682,21703,0,1570,3,3,4,0,hst_14689_07_wfc3_uvis_total_id7307
16,7.809616366,7.513194562000001,743,21154,0,1570,3,3,4,0,hst_14689_19_wfc3_uvis_total_id7319
16,3.955461443,3.829990884,550,16728,22812,566,3,3,4,0,hst_14689_27_wfc3_uvis_total_id7327
4,0.0,0.0,1,31,58,20,3,3,5,0,hst_14779_24_wfc3_uvis_total_id7624
4,4.054261845,2.399822622,4,39,234,13,3,3,5,0,hst_14779_47_wfc3_uvis_total_id7647
4,35.61936404,46.56595717,15,146,154,94,3,3,5,0,hst_14779_72_wfc3_uvis_total_id7672
4,0.0,0.0,1,41,114,195,3,3,5,0,hst_14779_80_wfc3_uvis_total_id7680
4,-1.0,-1.0,10,157,97,11,1,2,0,0,hst_14594_42_wfc3_ir_total_id7h42
4,13.98341344,12.92927207,7,270,170,7,1,3,1,0,hst_14620_07_wfc3_ir_total_id7l07
4,17.82404946,36.72577542,6,1385,508,8,1,3,1,0,hst_14620_11_wfc3_ir_total_id7l11
4,0.0,0.0,1,141,0,1,3,3,4,1,hst_14762_03_wfc3_uvis_total_id7r03
3,7.53875238,8.676716239,426,3663,6673,1246,1,3,4,0,hst_14662_64_wfc3_ir_total_id8064
3,7.411601087,9.564618381,414,2403,7194,1317,1,3,4,0,hst_14662_65_wfc3_ir_total_id8065
4,-1.0,-1.0,1,1,1,1,1,2,3,0,hst_14793_53_wfc3_ir_total_id8453
5,9.804502357,18.64286148,4,187,128,5,1,3,0,0,hst_14653_05_wfc3_ir_total_id8505
4,0.0,0.0,1,5070,651,1,1,3,5,0,hst_14704_04_wfc3_ir_total_id8f04
8,2.120242135,6.071630507,2,1434,5034,2,3,3,5,0,hst_14704_04_wfc3_uvis_total_id8f04
8,5.595622737999999,8.017843996,7,1787,4912,8,3,3,5,0,hst_14704_08_wfc3_uvis_total_id8f08
4,12.63209475,10.21750081,4,5232,2480,5,1,3,5,0,hst_14704_08_wfc3_ir_total_id8f08
10,13.49638012,12.15384533,22,13614,8957,26,3,3,0,0,hst_14697_09_wfc3_uvis_total_id8m09
8,18.92393526,16.82035464,54,4748,7499,59,3,3,3,0,hst_14668_04_wfc3_uvis_total_id9604
8,6.426127057,5.607502524,6,903,1813,9,3,3,3,0,hst_14668_21_wfc3_uvis_total_id9621
10,22.35326927,6.6155086270000005,6,77,134,6,3,3,0,0,hst_14754_06_wfc3_uvis_total_id9806
10,2.2689042180000003,5.186377023,9,331,340,10,3,3,5,0,hst_14734_35_wfc3_uvis_total_idan35
10,4.820408242,2.913338907,9,149,139,10,3,3,5,0,hst_14734_81_wfc3_uvis_total_idan81
13,-1.0,-1.0,1,0,0,3,3,2,3,1,hst_14815_b1_wfc3_uvis_total_idbhb1
2,7.037655656,9.36661322,332,0,0,1973,3,3,2,0,hst_14550_13_wfc3_uvis_total_idcm13
2,12.95760071,14.74969204,275,0,0,1982,3,3,2,0,hst_14550_14_wfc3_uvis_total_idcm14
24,15.25734005,13.8195697,801,58509,62391,2584,3,3,0,0,hst_14881_01_wfc3_uvis_total_iddk01
12,1.746609336,0.415939644,2,2,2,2,3,3,0,0,hst_14898_03_wfc3_uvis_total_ide203
4,11.04247457,10.47622101,4,13,9,4,1,3,0,0,hst_14898_03_wfc3_ir_total_ide203
16,4.680894277,3.449405724,107,341,304,110,3,3,0,0,hst_14890_01_wfc3_uvis_total_ide601
8,29.16132094,31.63850968,60,1716,481,65,1,3,0,0,hst_14890_01_wfc3_ir_total_ide601
4,2.521998952,2.36663378,46,68,58,117,3,3,5,0,hst_14867_22_wfc3_uvis_total_ideg22
6,2.6169932190000003,1.990801415,4,144,189,7,3,3,1,0,hst_15307_43_wfc3_uvis_total_idgb43
3,17.13420258,17.4088215,3,253,163,3,1,3,1,0,hst_15307_43_wfc3_ir_total_idgb43
6,5.659771518,1.771297295,7,180,232,8,3,3,1,0,hst_15307_r9_wfc3_uvis_total_idgbr9
3,8.615511397,9.963655974,4,256,168,5,1,3,1,0,hst_15307_r9_wfc3_ir_total_idgbr9
10,21.47949143,23.18311018,62,11917,20698,83,3,3,0,0,hst_15145_15_wfc3_uvis_total_idgg15
6,15.64783572,17.21891498,70,12027,28125,89,3,3,0,0,hst_15145_17_wfc3_uvis_total_idgg17
2,47.0262227,41.88347696,49,1454,683,83,1,3,0,0,hst_15145_17_wfc3_ir_total_idgg17
10,8.468174699999999,8.116893819,139,19855,59076,148,3,3,0,0,hst_15145_65_wfc3_uvis_total_idgg65
10,7.774754625,4.794707065,24,5353,6930,26,3,3,0,0,hst_15145_72_wfc3_uvis_total_idgg72
2,66.06264851,48.72723378,18,984,378,19,1,3,0,0,hst_15145_7e_wfc3_ir_total_idgg7e
6,10.14017851,8.434114422999999,22,4665,5547,25,3,3,0,0,hst_15145_7e_wfc3_uvis_total_idgg7e
10,7.807667461,5.830761852,21,6323,8070,26,3,3,0,0,hst_15145_7g_wfc3_uvis_total_idgg7g
8,8.909347145,6.838232968,5,3197,0,11,3,3,0,0,hst_15145_98_wfc3_uvis_total_idgg98
8,15.14426557,15.84965507,43,2395,617,45,1,3,2,0,hst_15361_01_wfc3_ir_total_idgm01
8,15.28373437,12.59812447,16,87,72,17,3,3,0,0,hst_15215_12_wfc3_uvis_total_idh212
8,8.268868028,7.83119644,13,135,55,14,3,3,0,0,hst_15215_19_wfc3_uvis_total_idh219
8,2.211006533,1.641475331,10,52,36,11,3,3,0,0,hst_15215_33_wfc3_uvis_total_idh233
16,7.746629497000001,5.662161928,601,4843,4476,699,3,3,4,0,hst_15362_01_wfc3_uvis_total_idhb01
16,9.773165367,7.306118861,599,7071,5125,697,3,3,4,0,hst_15362_10_wfc3_uvis_total_idhb10
3,9.775937144,10.94545329,348,3098,4584,984,1,3,4,0,hst_15096_09_wfc3_ir_total_idho09
