numexp,rms_ra,rms_dec,nmatches,point,segment,gaia,det,wcs,cat,label,index
2,11.92550515026409,9.621196350534698,10,111,331,11.0,3,0,1,0.0,hst_13023_50_wfc3_uvis_total_ibyt50
8,28.36590877220693,21.38215806847861,11,161,106,11.0,1,0,1,0.0,hst_12942_02_wfc3_ir_total_ibyu02
8,16.89163633196051,19.29232449137173,4,130,79,4.0,1,0,1,0.0,hst_12942_15_wfc3_ir_total_ibyu15
2,16.88994409794873,19.31478726164374,34,0,0,133.0,3,0,4,0.0,hst_12879_23_wfc3_uvis_total_ibzc23
8,1.88566211585038,5.776619976990299,3,49,157,4.0,3,0,2,0.0,hst_12790_a6_wfc3_uvis_total_ibzta6
6,9.451415672304504,13.4075545206614,897,9961,6574,4804.0,3,0,5,0.0,hst_12911_56_wfc3_uvis_total_ic0556
7,15.93729323137779,27.11820074134517,6,1353,387,7.0,1,0,1,0.0,hst_13050_15_wfc3_ir_total_ic0b15
3,9.188789320140042,8.128276129354024,7,49,66,9.0,3,0,1,0.0,hst_13050_15_wfc3_uvis_total_ic0b15
4,36.25294663874469,35.88456376468515,5,210,131,5.0,1,0,1,0.0,hst_13002_07_wfc3_ir_total_ic0c07
4,6.196444275207288,27.21231964472105,4,203,143,6.0,1,0,1,0.0,hst_12861_11_wfc3_ir_total_ic0s11
4,6.579244626342166,5.698156236581515,2,174,127,2.0,1,0,1,0.0,hst_12861_17_wfc3_ir_total_ic0s17
12,9.755481615848698,10.13186165797772,5,202,124,5.0,1,0,1,0.0,hst_12959_05_wfc3_ir_total_ic1705
4,22.21300726948595,22.21847696614632,21,110,81,23.0,1,0,4,0.0,hst_12873_12_wfc3_ir_total_ic1o12
10,0.0,0.0,1,2,2,2.0,3,0,4,1.0,hst_12893_15_wfc3_uvis_total_ic1r15
10,16.06804285603432,18.11600096848663,7,8,9,7.0,3,0,4,0.0,hst_12893_62_wfc3_uvis_total_ic1r62
9,1.173366588805968,9.344393281388582,2,25,12,2.0,1,0,4,0.0,hst_13046_f3_wfc3_ir_total_ic1xf3
4,7.21644826061765,8.794200735067646,5,198,123,5.0,1,0,4,0.0,hst_13046_v3_wfc3_ir_total_ic1xv3
11,6.849558679247233,7.550307305334592,1107,43391,102892,3549.0,3,0,5,0.0,hst_13011_01_wfc3_uvis_total_ic1y01
2,31.67348831649025,5.515280227019878,2,28,25,2.0,1,0,1,0.0,hst_13025_sk_wfc3_ir_total_ic27sk
4,0.0,0.0,0,1,6,3.0,3,3,1,0.0,hst_13025_sk_wfc3_uvis_total_ic27sk
20,33.29823776491789,12.23053719025939,7,123,73,7.0,1,0,2,0.0,hst_12991_01_wfc3_ir_total_ic2e01
3,3.455802618009759,4.159479435934438,8,72,303,11.0,3,0,2,0.0,hst_12991_01_wfc3_uvis_total_ic2e01
4,16.90507619139598,12.45228635457453,3,62,47,3.0,1,0,1,0.0,hst_12990_06_wfc3_ir_total_ic2g06
4,19.65607267927886,15.75691252899943,5,77,66,5.0,1,0,1,0.0,hst_12990_14_wfc3_ir_total_ic2g14
4,7.04089680683232,7.962941855259647,4,41,33,4.0,1,0,1,0.0,hst_12990_a0_wfc3_ir_total_ic2ga0
8,9.812576610612856,2.713229274065093,2,151,112,3.0,1,0,2,0.0,hst_13003_24_wfc3_ir_total_ic2i24
8,13.91679871216169,14.94156569453101,4,117,133,5.0,3,0,2,0.0,hst_13003_24_wfc3_uvis_total_ic2i24
8,12.23693384134391,9.686487142192556,8,2010,232,9.0,1,0,2,0.0,hst_13003_37_wfc3_ir_total_ic2i37
8,5.110192790396126,3.907543412598938,20,97,127,21.0,3,0,2,0.0,hst_13003_37_wfc3_uvis_total_ic2i37
4,19.67735524303699,17.69141248516116,512,52927,59149,2787.0,3,0,6,0.0,hst_13057_19_wfc3_uvis_total_ic3f19
4,17.31011683536691,17.60179978125026,536,56749,105197,2801.0,3,0,6,0.0,hst_13057_40_wfc3_uvis_total_ic3f40
2,3.756086397719127,2.077514365159714,4,91,51,6.0,1,1,6,0.0,hst_12902_1h_wfc3_ir_total_ic3t1h
2,10.77765785676888,12.25715633590057,6,67,47,6.0,1,1,6,0.0,hst_12902_1o_wfc3_ir_total_ic3t1o
1,4.431417967261159,9.363166230079075,6,523,191,6.0,1,1,6,0.0,hst_12902_1p_wfc3_ir_total_ic3t1p
1,2.979705332164019,2.101780717182836,7,0,0,10.0,3,0,6,0.0,hst_12902_1p_wfc3_uvis_total_ic3t1p
2,48.90419637966197,48.12627409890369,7,131,46,7.0,1,1,6,0.0,hst_12902_55_wfc3_ir_total_ic3t55
1,2.278994995182158,1.526399546594068,6,0,0,10.0,3,0,6,0.0,hst_12902_55_wfc3_uvis_total_ic3t55
2,9.199027783698837,8.934570178426265,3,179,89,4.0,1,1,6,0.0,hst_12902_76_wfc3_ir_total_ic3t76
1,2.276997691831663,1.653392842685181,6,0,0,8.0,3,0,6,0.0,hst_12902_76_wfc3_uvis_total_ic3t76
2,9.001592449483157,10.5712703175234,147,360,192,168.0,1,0,5,0.0,hst_13101_b1_wfc3_ir_total_ic40b1
4,21.94637965106981,20.68043978955735,50,123,130,147.0,3,0,5,0.0,hst_13101_b1_wfc3_uvis_total_ic40b1
6,2.420801736990588,2.20905459032255,4,8,24,17.0,3,1,4,0.0,hst_13090_01_wfc3_uvis_total_ic5t01
4,70.59177444969599,33.14397062722755,3,200,102,3.0,1,0,4,0.0,hst_13178_01_wfc3_ir_total_ic6f01
8,18.33327671279577,15.10279739464991,4,205,113,5.0,1,0,4,0.0,hst_13063_j3_wfc3_ir_total_ic6hj3
4,21.85508754471518,28.766901692382,8,1215,543,8.0,1,0,2,0.0,hst_13495_01_wfc3_ir_total_ic8n01
4,3.934098779691239,35.20323220549022,2,392,266,2.0,1,0,2,0.0,hst_13496_15_wfc3_ir_total_ic8o15
8,7.641797542014651,6.206608677934923,5,2037,689,5.0,1,0,2,0.0,hst_13496_82_wfc3_ir_total_ic8o82
5,11.06937394493339,12.34819770687504,778,69573,108770,2888.0,3,0,6,0.0,hst_13463_04_wfc3_uvis_total_ic8x04
4,18.73914703769768,18.1466891406419,546,62473,106644,2808.0,3,0,6,0.0,hst_13463_52_wfc3_uvis_total_ic8x52
6,0.8768684768975957,2.042460261134373,4,94,85,4.0,3,0,1,0.0,hst_13409_01_wfc3_uvis_total_ic9g01
4,5.682668462539834,3.042622268847136,3,1363,3085,6.0,3,0,1,0.0,hst_13366_11_wfc3_uvis_total_ic9l11
8,29.31715433446983,18.38003238608602,13,270,189,15.0,1,0,2,0.0,hst_13291_03_wfc3_ir_total_ic9n03
1,7.905544438577835,8.109734790215843,217,1438,1043,349.0,1,0,4,0.0,hst_13335_35_wfc3_ir_total_ic9t35
3,21.04874773614297,23.77531578888568,11,84,0,42.0,3,0,4,0.0,hst_13335_35_wfc3_uvis_total_ic9t35
1,31.32621278957349,33.13738898652407,247,2566,1719,536.0,1,0,4,0.0,hst_13335_43_wfc3_ir_total_ic9t43
3,3.908438358466819,5.760611202454865,13,70,0,47.0,3,0,4,0.0,hst_13335_43_wfc3_uvis_total_ic9t43
4,20.51683323509832,28.98544084280216,8,1912,420,8.0,1,0,4,0.0,hst_13386_t3_wfc3_ir_total_ica9t3
6,11.13691735367178,23.43435610890071,8,1889,402,8.0,1,0,4,0.0,hst_13386_t8_wfc3_ir_total_ica9t8
3,0.0,0.0,1,14,948,4.0,3,0,1,0.0,hst_13309_0a_wfc3_uvis_total_icas0a
3,0.0,0.0,1,6,194,5.0,3,0,1,0.0,hst_13309_0j_wfc3_uvis_total_icas0j
3,1.660124790283241,21.77199352238866,2,14,181,10.0,3,2,1,0.0,hst_13309_41_wfc3_uvis_total_icas41
2,0.0,0.0,1,73,59,2.0,1,1,1,0.0,hst_13420_05_wfc3_ir_total_icat05
2,6.193648983356766,6.564338711288666,2,82,41,2.0,1,1,1,0.0,hst_13420_12_wfc3_ir_total_icat12
5,8.093712312667598,7.758849868749918,744,26820,75939,5830.0,3,0,5,0.0,hst_13297_0c_wfc3_uvis_total_icau0c
4,6.097671663319471,6.13335878221636,726,15876,15187,5245.0,3,0,5,0.0,hst_13297_14_wfc3_uvis_total_icau14
4,2.467314722370189,3.95328036418202,7,19843,28627,8.0,3,0,4,0.0,hst_13286_57_wfc3_uvis_total_icb157
4,10.53307775011415,9.937182961116267,1053,55918,46676,3778.0,3,0,5,0.0,hst_13379_01_wfc3_uvis_total_icb701
4,0.0142504027336505,0.5784740502715786,2,4,6,26.0,3,0,2,0.0,hst_13422_04_wfc3_uvis_total_icbf04
7,3.324137915116868,2.805364685571817,43,1125,1361,44.0,3,0,1,0.0,hst_13476_03_wfc3_uvis_total_icc203
4,3.508061209554684,4.035068840812108,23,1314,1905,26.0,3,0,1,0.0,hst_13470_01_wfc3_uvis_total_iccn01
50,11.78855918856134,83.40324777717915,6,12,5,9.0,1,0,4,1.0,hst_13331_01_wfc3_ir_total_iccq01
6,31.05374161898012,29.86319663731573,6,755,550,8.0,1,0,1,0.0,hst_13449_01_wfc3_ir_total_iccs01
6,41.12560807422962,29.39093032560217,4,1458,766,4.0,1,0,1,0.0,hst_13449_02_wfc3_ir_total_iccs02
6,9.467173617255195,3.237873765139865,5,703,477,6.0,1,0,1,0.0,hst_13449_03_wfc3_ir_total_iccs03
6,8.556656057724325,8.970326324172706,4,375,262,4.0,1,0,1,0.0,hst_13449_20_wfc3_ir_total_iccs20
1,0.0,0.0,1,3,1,1.0,1,1,4,0.0,hst_13467_72_wfc3_ir_total_iccz72
26,0.0,0.0,1,11,8,1.0,1,0,4,0.0,hst_13472_25_wfc3_ir_total_icde25
15,13.00103362555733,14.95652654441237,217,34367,28018,238.0,3,0,1,0.0,hst_13364_45_wfc3_uvis_total_icdm45
2,0.0,5.72499842663432e-09,2,133,112,6.0,1,1,6,0.0,hst_13352_09_wfc3_ir_total_icdx09
2,14.36929384522401,7.452273208301997,5,156,107,7.0,1,1,6,0.0,hst_13352_75_wfc3_ir_total_icdx75
4,7.992760466631134,3.852416249737772,8,109,129,9.0,3,0,6,0.0,hst_13352_9q_wfc3_uvis_total_icdx9q
2,35.96739868904928,15.35920202024713,4,121,83,4.0,1,1,6,0.0,hst_13352_bp_wfc3_ir_total_icdxbp
2,19.97610980055709,27.9877015802135,8,70,60,8.0,1,1,6,0.0,hst_13517_1p_wfc3_ir_total_icdy1p
2,19.33235284074923,12.19276639576578,12,128,100,14.0,1,1,6,0.0,hst_13517_2x_wfc3_ir_total_icdy2x
4,8.79342311114994,6.122358249484275,22,133,134,23.0,3,0,6,0.0,hst_13517_5n_wfc3_uvis_total_icdy5n
2,25.527127469933,20.29431954925953,6,133,63,6.0,1,1,6,0.0,hst_13517_em_wfc3_ir_total_icdyem
2,2.337946572717837,1.9199886342465,83,364,850,267.0,3,0,5,0.0,hst_13571_a1_wfc3_uvis_total_icgza1
16,0.0,0.0,1,9,5,2.0,3,0,4,1.0,hst_13574_04_wfc3_uvis_total_ichd04
4,25.51162720432335,3.900462679260129,2,271,143,2.0,1,0,1,0.0,hst_13614_01_wfc3_ir_total_ichq01
2,47.6403663670766,38.31157489289404,487,1947,871,962.0,1,0,4,0.0,hst_13678_07_wfc3_ir_total_icir07
2,55.87340374544694,48.93946867346162,69,3702,5125,1473.0,3,0,4,0.0,hst_13678_07_wfc3_uvis_total_icir07
2,15.19187638327431,15.74433033941566,273,696,365,316.0,1,0,4,0.0,hst_13678_09_wfc3_ir_total_icir09
3,18.97824934276204,24.02445559260141,109,1528,6424,495.0,3,0,4,0.0,hst_13678_09_wfc3_uvis_total_icir09
5,14.42453499613188,6.936042611750296,5,3518,5218,7.0,3,0,1,0.0,hst_13647_12_wfc3_uvis_total_icjf12
3,3.820079291667148,3.518492251160179,6,788,1162,8.0,3,0,4,0.0,hst_13643_56_wfc3_uvis_total_icjg56
2,0.0,0.0,1,553,139,3.0,1,0,1,0.0,hst_13765_12_wfc3_ir_total_icjs12
3,0.0,0.0,1,5810,11619,4.0,3,0,1,0.0,hst_13765_12_wfc3_uvis_total_icjs12
4,30.07303457556983,28.25002122224867,76,4530,8097,81.0,1,0,3,0.0,hst_13926_04_wfc3_ir_total_ick904
9,9.777108381513498,10.29431205822867,183,7860,11858,253.0,3,0,3,0.0,hst_13926_06_wfc3_uvis_total_ick906
9,6.461364520598194,6.113093563120066,124,7919,13781,139.0,3,0,3,0.0,hst_13926_08_wfc3_uvis_total_ick908
4,20.0372796928063,22.14192949976215,6,209,151,7.0,1,1,2,0.0,hst_13845_17_wfc3_ir_total_ickt17
9,9.865814071959148,4.278253231508537,3,172,316,4.0,3,0,1,0.0,hst_13698_05_wfc3_uvis_total_iclg05
2,5.986478622446384,5.083591162367618,47,2997,3236,54.0,3,0,1,0.0,hst_13695_14_wfc3_uvis_total_iclt14
4,8.994707977072299,8.029401972621963,6,2826,3647,6.0,3,0,6,0.0,hst_13768_14_wfc3_uvis_total_icm914
3,2.908507514968569,3.154018247026787,272,1522,2385,283.0,3,0,4,0.0,hst_13748_12_wfc3_uvis_total_icmw12
4,0.4371849564863677,2.032115567557577,3,824,1175,12.0,3,0,6,1.0,hst_13804_05_wfc3_uvis_total_icmx05
6,56.98044978156272,38.84860692596296,7,252,150,7.0,1,0,2,0.0,hst_13677_06_wfc3_ir_total_icn106
1,2.106988902242118,2.23257678744604,6,0,0,10.0,3,0,2,0.0,hst_13677_06_wfc3_uvis_total_icn106
6,25.97413492120489,14.89074231846395,5,253,160,5.0,1,0,2,0.0,hst_13677_0f_wfc3_ir_total_icn10f
1,3.075457317994895,2.535861297935446,9,0,0,12.0,3,0,2,0.0,hst_13677_0f_wfc3_uvis_total_icn10f
4,3.389911026201341,2.745625416704473,17,674,1847,21.0,3,0,6,0.0,hst_13739_17_wfc3_uvis_total_icnb17
5,1.159139172524824,1.263662628280464,11,243,540,11.0,3,0,1,0.0,hst_13773_30_wfc3_uvis_total_icnk30
5,29.77845605899492,33.58886862534361,342,7979,8455,1143.0,1,0,1,0.0,hst_13659_15_wfc3_ir_total_icnl15
8,3.718349960397313,4.29679446973693,614,3345,2915,1850.0,3,0,1,0.0,hst_13659_15_wfc3_uvis_total_icnl15
4,2.53630372299104,3.061031052824007,46,1067,2462,55.0,3,0,6,0.0,hst_13856_05_wfc3_uvis_total_icnu05
24,22.02732900984877,23.34269962836077,54,8377,9249,63.0,1,0,1,0.0,hst_13691_08_wfc3_ir_total_icnw08
22,17.57948462111416,13.78464865328368,951,25158,27907,3699.0,1,0,5,0.0,hst_13691_34_wfc3_ir_total_icnw34
6,7.047659176331914,6.898431888192723,31,388,299,44.0,3,0,4,0.0,hst_13867_04_wfc3_uvis_total_icny04
4,21.46115443531449,27.12158036243054,21,136,96,23.0,1,1,1,0.0,hst_13732_05_wfc3_ir_total_ico205
2,9.01309014945284,31.03458527609269,4,59,46,4.0,1,1,6,0.0,hst_13779_1k_wfc3_ir_total_icoi1k
2,7.431073683371936,5.797366753097285,6,133,74,9.0,1,1,6,0.0,hst_13779_2p_wfc3_ir_total_icoi2p
2,11.34287675263907,11.15454215351664,2,96,47,2.0,1,1,6,0.0,hst_13779_3t_wfc3_ir_total_icoi3t
8,29.10607636031255,23.87014346017008,71,175,115,75.0,1,0,5,0.0,hst_13826_05_wfc3_ir_total_icol05
8,30.30499251368593,35.36171686372268,23,4099,93,23.0,1,0,5,0.0,hst_13826_23_wfc3_ir_total_icol23
9,43.8140669656046,36.30080406843858,9,106,16,11.0,1,0,1,0.0,hst_13690_16_wfc3_ir_total_icom16
8,10.15416587849382,7.541495932717632,2,29,17,3.0,1,0,1,0.0,hst_13644_04_wfc3_ir_total_icon04
4,22.06822377206558,2.649714298749096,3,63,38,4.0,1,1,2,0.0,hst_13740_27_wfc3_ir_total_icou27
4,19.41094648559242,8.081142707026501,3,430,222,3.0,1,0,2,0.0,hst_13671_1i_wfc3_ir_total_icoz1i
4,0.9189597154333962,1.050811085616576,4,198,203,5.0,3,0,6,0.0,hst_13767_1l_wfc3_uvis_total_icph1l
4,13.18592524877108,6.248121374719648,8,314,179,10.0,1,0,6,0.0,hst_13767_4g_wfc3_ir_total_icph4g
4,2.265692229422973,4.691122664525781,9,192,290,13.0,3,0,6,0.0,hst_13767_5s_wfc3_uvis_total_icph5s
4,3.194031561383706,2.677552470501349,11,318,300,15.0,3,0,6,0.0,hst_13767_6o_wfc3_uvis_total_icph6o
4,21.38726680781053,35.09824445957325,3,309,132,3.0,1,0,6,0.0,hst_13767_7c_wfc3_ir_total_icph7c
4,11.11652350061809,5.930575458748197,3,309,151,4.0,1,0,6,0.0,hst_13767_7r_wfc3_ir_total_icph7r
4,54.44845307513509,72.75876439126849,11,450,168,11.0,1,0,6,0.0,hst_13767_8d_wfc3_ir_total_icph8d
4,8.31213236701751,4.905936143658931,9,2887,473,16.0,1,0,6,0.0,hst_13767_9f_wfc3_ir_total_icph9f
3,1.313274701480887,5.658919905119279,2,189,122,3.0,1,0,6,0.0,hst_13767_ag_wfc3_ir_total_icphag
1,0.3734892252925411,1.30689534682024,3,0,0,4.0,3,0,6,0.0,hst_13767_ag_wfc3_uvis_total_icphag
4,69.91040858997972,70.01029580685764,24,234,129,2.0,1,0,6,0.0,hst_13767_bb_wfc3_ir_total_icphbb
3,14.21207232857602,13.07266953379065,266,5010,7696,474.0,1,0,6,0.0,hst_13767_cf_wfc3_ir_total_icphcf
2,2.750812697402465,3.24336006768839,478,15462,12701,684.0,3,0,6,0.0,hst_13767_cf_wfc3_uvis_total_icphcf
3,4.051712151510728,4.218781785695527,12,515,307,15.0,3,0,6,0.0,hst_13767_eh_wfc3_uvis_total_icpheh
4,4.742003671314547,7.853885698982717,3,336,185,3.0,1,0,6,0.0,hst_13767_ey_wfc3_ir_total_icphey
4,4.99721406563941,9.794240425468978,5,198,211,8.0,3,0,6,0.0,hst_13767_fe_wfc3_uvis_total_icphfe
4,0.0,0.0,1,209,122,1.0,1,0,6,0.0,hst_13767_fk_wfc3_ir_total_icphfk
3,8.203854016284884,8.87936132494032,14,257,189,14.0,1,0,6,0.0,hst_13767_rq_wfc3_ir_total_icphrq
6,3.544689759190772,3.279420226399712,661,872,876,1151.0,3,0,5,0.0,hst_14012_03_wfc3_uvis_total_icqu03
24,21.7226927644172,23.55643081053653,80,84,86,126.0,1,1,4,0.0,hst_14024_01_wfc3_ir_total_icqw01
25,20.45571760092043,18.84066552137017,1322,4083,5294,4379.0,3,0,0,1.0,hst_14031_01_wfc3_uvis_total_icqx01
7,12.80559988079595,8.48030256573888,463,4091,6562,1104.0,1,0,5,0.0,hst_14016_01_wfc3_ir_total_icrr01
3,14.57922575235505,13.22527854511015,335,4047,5744,1042.0,1,0,5,0.0,hst_14016_03_wfc3_ir_total_icrr03
1,23.20323345233849,15.71838328759461,4,279,181,6.0,1,1,2,0.0,hst_14041_b0_wfc3_ir_total_icscb0
8,2.680616104902967,4.684352409270783,2,406,283,2.0,1,0,2,0.0,hst_14038_b5_wfc3_ir_total_icszb5
4,3.189649831430577,3.05323584842684,616,42522,0,1225.0,3,0,6,0.0,hst_14061_01_wfc3_uvis_total_ict201
3,19.39524924452171,13.64379584372805,321,1560,5764,469.0,1,0,5,0.0,hst_14118_14_wfc3_ir_total_ictj14
3,21.08986691231583,18.84164596078963,389,3707,6778,1247.0,1,0,5,0.0,hst_14118_64_wfc3_ir_total_ictj64
3,17.94767677496184,19.05726230083384,414,2587,7186,1320.0,1,0,5,0.0,hst_14118_65_wfc3_ir_total_ictj65
6,35.12538747584451,25.19788043979144,11,122,81,12.0,1,0,4,0.0,hst_14157_04_wfc3_ir_total_ictz04
8,33.63294455479031,36.38723726185999,58,309,383,1156.0,3,0,5,0.0,hst_14336_04_wfc3_uvis_total_icu504
2,21.48305454067095,6.3999441505932,2,1723,5025,25.0,3,0,1,0.0,hst_14163_1a_wfc3_uvis_total_icua1a
2,0.0,0.0,0,249,786,7.0,3,1,1,0.0,hst_14163_1k_wfc3_uvis_total_icua1k
2,0.0,0.0,0,643,2150,50.0,3,1,1,0.0,hst_14163_63_wfc3_uvis_total_icua63
8,2.041251744893801,2.227890778484599,7,608,486,10.0,3,0,4,0.0,hst_14075_02_wfc3_uvis_total_icuo02
6,89.52559852766048,43.60591785661689,7,1884,399,7.0,1,0,4,0.0,hst_14199_01_wfc3_ir_total_icur01
6,35.94724725807402,35.12674105713394,7,1991,467,7.0,1,0,4,0.0,hst_14199_25_wfc3_ir_total_icur25
5,48.33100662113514,20.60364326543589,3,401,205,4.0,1,0,1,0.0,hst_14219_30_wfc3_ir_total_icv430
4,0.0,0.0,1,79,3361,8.0,3,0,5,0.0,hst_14172_06_wfc3_uvis_total_icvn06
3,3.103258770069424,3.089028917186865,265,451,496,282.0,3,0,1,0.0,hst_14095_0w_wfc3_uvis_total_icvz0w
3,17.42719304279821,13.39581368734376,15,89,143,20.0,3,0,1,0.0,hst_14095_36_wfc3_uvis_total_icvz36
4,19.76012921404724,21.03051577902369,4,200,106,4.0,1,0,1,0.0,hst_14262_03_wfc3_ir_total_icw403
4,2.107261035067629,2.955626186104623,5,202,153,5.0,1,0,1,0.0,hst_14262_06_wfc3_ir_total_icw406
6,19.55580472023068,18.1518711093447,170,5055,5575,182.0,1,0,6,0.0,hst_14164_11_wfc3_ir_total_icw811
6,21.00940461006132,19.73361088408259,4,242,145,5.0,1,0,2,0.0,hst_14327_0l_wfc3_ir_total_icwb0l
1,10.82899394940647,14.55502071215416,6,0,0,8.0,3,0,2,0.0,hst_14327_0l_wfc3_uvis_total_icwb0l
6,1.428450763702773,14.32422858406068,2,278,166,2.0,1,0,2,0.0,hst_14327_1i_wfc3_ir_total_icwb1i
1,2.624219616201846,2.176418749491636,4,0,0,4.0,3,0,2,0.0,hst_14327_1i_wfc3_uvis_total_icwb1i
6,4.074483749351166,8.954086965724413,3,303,195,4.0,1,0,2,0.0,hst_14327_2h_wfc3_ir_total_icwb2h
1,4.295397616120588,3.272151734053059,4,0,0,6.0,3,0,2,0.0,hst_14327_2h_wfc3_uvis_total_icwb2h
6,1.703820580287099,0.0616678625022054,2,308,197,3.0,1,0,2,0.0,hst_14327_2j_wfc3_ir_total_icwb2j
1,7.083350459025105,6.267568121037439,3,0,0,5.0,3,0,2,0.0,hst_14327_2j_wfc3_uvis_total_icwb2j
6,22.21086153935795,24.39641544908294,11,354,226,13.0,1,0,2,0.0,hst_14327_2p_wfc3_ir_total_icwb2p
6,4.068888712457517,10.18518633085603,3,162,117,6.0,1,0,2,0.0,hst_14327_3l_wfc3_ir_total_icwb3l
2,1.729144757960153,0.6373757826400991,4,6,11,9.0,3,1,1,0.0,hst_14127_22_wfc3_uvis_total_icwz22
2,0.0,0.0,0,3,7,5.0,3,1,1,0.0,hst_14127_46_wfc3_uvis_total_icwz46
14,20.86823949204645,18.64278939950765,38,1506,2190,39.0,3,0,1,0.0,hst_14066_04_wfc3_uvis_total_icx104
10,14.69215578912329,16.04160717483631,395,7856,9096,1237.0,1,0,5,0.0,hst_14074_32_wfc3_ir_total_icx332
4,5.28843665462778,6.507939175794337,65,1493,854,77.0,3,0,5,0.0,hst_14235_04_wfc3_uvis_total_icx604
8,7.883226273790675,43.90993268927711,3,116,82,3.0,1,0,4,0.0,hst_14216_t4_wfc3_ir_total_icxot4
8,7.34391132494773,14.59401842105637,8,104,77,9.0,1,0,4,0.0,hst_14216_y4_wfc3_ir_total_icxoy4
2,17.62094396937074,13.08196966223874,2,59,31,2.0,1,1,6,0.0,hst_14227_28_wfc3_ir_total_icxt28
2,4.5525187489126e-05,0.0003478795293943,2,73,55,5.0,1,1,6,0.0,hst_14227_47_wfc3_ir_total_icxt47
8,3.752325821273836,2.6421223969694,8,92,97,11.0,3,0,1,0.0,hst_14268_22_wfc3_uvis_total_icxv22
6,4.913677230869522,12.70980505224711,7,157,157,7.0,3,0,6,0.0,hst_14224_01_wfc3_uvis_total_icy201
6,32.28819017990412,17.15727406412184,11,1993,429,14.0,1,0,4,0.0,hst_14237_x8_wfc3_ir_total_icy3x8
3,2.338158827757129,1.715512935668606,12,131,101,16.0,3,0,4,0.0,hst_14237_x8_wfc3_uvis_total_icy3x8
6,48.75790817566653,48.59436964420338,105,3185,1598,119.0,1,0,1,0.0,hst_14156_c2_wfc3_ir_total_icyqc2
10,0.0,0.0,1,9,8,1.0,3,0,4,0.0,hst_14119_03_wfc3_uvis_total_icyr03
4,1.52564770881574,0.6964728966770657,2,3336,4758,2.0,1,0,4,0.0,hst_14181_2z_wfc3_ir_total_iczc2z
8,33.51490423816986,30.50946898951992,6,482,207,7.0,1,0,2,0.0,hst_14096_02_wfc3_ir_total_iczg02
8,3.923515131058598,4.017009661341425,3,2589,427,6.0,1,0,2,0.0,hst_14096_72_wfc3_ir_total_iczg72
3,0.0,0.0,1,20,88,5.0,3,0,6,1.0,hst_14178_0p_wfc3_uvis_total_id1k0p
2,22.07815634509614,10.48964005565498,4,123,107,6.0,1,1,6,0.0,hst_14178_1m_wfc3_ir_total_id1k1m
3,2.692480766643548,2.381315690341722,11,80,86,11.0,3,0,6,0.0,hst_14178_1q_wfc3_uvis_total_id1k1q
2,17.64282900673116,11.99635327879195,2,114,52,2.0,1,1,6,0.0,hst_14178_2b_wfc3_ir_total_id1k2b
2,13.95277695419519,19.02915266721156,2,73,38,2.0,1,1,6,0.0,hst_14178_2c_wfc3_ir_total_id1k2c
4,16.83219957313505,12.78777883288077,10,206,134,10.0,1,1,6,0.0,hst_14178_3t_wfc3_ir_total_id1k3t
4,6.956063524631821,6.248107028822464,8,154,138,10.0,3,0,6,0.0,hst_14178_4w_wfc3_uvis_total_id1k4w
2,0.0007377977222355,8.2182352413973e-05,2,112,93,5.0,1,1,6,0.0,hst_14178_7x_wfc3_ir_total_id1k7x
2,14.00328433301456,0.5204025086935189,2,103,68,2.0,1,1,6,0.0,hst_14178_8z_wfc3_ir_total_id1k8z
1,21.18647912174909,7.881294680754932,6,512,406,7.0,1,1,6,0.0,hst_14178_a0_wfc3_ir_total_id1ka0
2,19.96696909373124,12.15492943097023,3,161,95,3.0,1,1,6,0.0,hst_14178_ak_wfc3_ir_total_id1kak
2,115.0373687648819,82.50175614429507,21,201,70,3.0,1,1,6,0.0,hst_14178_ap_wfc3_ir_total_id1kap
1,27.69308848193466,16.34930367701244,5,185,142,6.0,1,1,6,0.0,hst_14178_fq_wfc3_ir_total_id1kfq
1,24.00049831374764,33.15657492525963,6,166,124,6.0,1,1,6,0.0,hst_14178_fr_wfc3_ir_total_id1kfr
2,1.918660729330511,8.175688672580481,4,175,120,6.0,1,1,6,0.0,hst_14178_hm_wfc3_ir_total_id1khm
8,12.66327817518373,13.36762543352528,816,56435,57882,4377.0,3,0,0,0.0,hst_14393_09_wfc3_uvis_total_id1x09
6,33.37329025747003,20.56221042862053,27,1480,674,28.0,1,0,4,0.0,hst_14258_04_wfc3_ir_total_id2804
3,6.029402418264996,6.379759213536274,35,5601,5061,39.0,3,0,4,0.0,hst_14258_04_wfc3_uvis_total_id2804
6,23.2985326465636,29.66584861314469,89,3921,11021,931.0,3,0,4,0.0,hst_14648_10_wfc3_uvis_total_id5d10
5,8.293416261709565,6.668592082234078,64,1205,3271,71.0,3,0,1,1.0,hst_14618_27_wfc3_uvis_total_id5o27
5,9.04821279498997,10.01569136812299,61,1241,3399,69.0,3,0,1,1.0,hst_14618_40_wfc3_uvis_total_id5o40
5,16.23370606153809,7.896723098086394,66,1181,2158,69.0,3,0,1,0.0,hst_14618_47_wfc3_uvis_total_id5o47
12,4.579150952333833,5.233866860642311,32,631,679,34.0,3,0,4,0.0,hst_14611_05_wfc3_uvis_total_id6905
3,5.915818561427268,5.530387582049065,34,3022,4869,38.0,3,0,4,0.0,hst_14611_14_wfc3_uvis_total_id6914
